fund_date,start_date,finish_date,price,total_additional_payments,expenses,total_after_fees,total_hours,status,project_type,master_ownership,song_ownership,time_tracked,soundbetter,spec_project,experienced_client,difficult_client,backend_belief,backend_money_made,sync_license,fully_produced,songwriter,project_hourly,days_to_finish,days_to_start,client_id,project_id
,,2016-03-08,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,False,True,,,,88,13
,,2013-01-01,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,True,True,,,,88,8
,,2015-10-28,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,True,True,,,,88,12
,,2019-10-01,,,,,,Done,full production,,0.5,False,False,True,True,False,False,False,False,False,True,,,,88,11
,,2016-03-19,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,True,True,,,,88,10
,,2018-09-18,,,,,,Done,full production,,0.5,False,False,True,True,False,True,False,False,True,True,,,,88,4
,,2017-11-14,,,,,,Done,full production,,0.5,False,False,True,True,False,True,False,False,True,True,,,,88,5
,,2019-10-07,,,,,,Done,full production,,0.33,False,False,True,True,False,True,False,False,True,True,,,,88,9
,,2020-03-21,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,True,True,,,,88,7
,,2014-12-31,,,,,,Done,full production,,1.0,False,False,True,True,False,True,False,False,True,True,,,,88,6
,2024-05-02,,,,,,10.32,Active,,,,True,False,True,True,False,True,False,False,,True,,,,88,1
,,,,,,,0.61,Active,full production,1.0,1.0,True,False,True,True,False,True,False,False,,True,,,,88,3
,2022-11-02,,,,,,8.15,Active,full production,1.0,1.0,True,False,True,True,False,True,False,False,,True,,,,88,2
2020-11-02,2021-04-12,2021-08-14,0.37333333333333335,,,0.3438773333333333,18.89,Done,full production,,,True,True,False,False,False,False,False,False,True,False,0.018205333333333334,124.0,161.0,89,131
2020-11-12,2021-02-09,2021-02-26,0.25333333333333335,,,0.23334666666666665,15.87,Done,track production,,,True,True,False,False,False,False,False,False,True,False,0.014704,17.0,89.0,90,135
2021-02-10,2021-03-20,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,14.97,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.02018933333333333,275.0,38.0,91,26
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,2.83,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.12249600000000001,,387.0,91,19
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,0.0,Active,full production,,,True,False,False,True,False,True,False,False,,False,,,387.0,91,18
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,10.71,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.032368,,387.0,91,17
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,4.32,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.080248,,387.0,91,16
2022-03-01,,,0.3466666666666667,,,,,Paused,full production,,,False,False,False,True,False,True,False,False,False,False,,,,91,32
2022-07-06,2022-07-07,2022-07-11,0.08,,,0.08,6.17,Done,pre production,,,True,False,False,True,False,False,False,False,False,False,0.012965333333333332,4.0,1.0,91,31
2021-03-23,2021-03-24,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,17.36,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.017408,271.0,1.0,91,30
2021-02-10,2021-03-19,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,17.44,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.017328,276.0,37.0,91,29
2021-02-10,2021-03-20,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,19.79,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.015272,275.0,38.0,91,28
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,3.36,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.10317333333333333,,387.0,91,21
2021-02-10,2021-03-21,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,16.54,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.018272,274.0,39.0,91,25
2021-02-10,2021-03-22,2021-12-20,0.29629599999999995,0.005928,,0.302224,17.29,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.01748,273.0,40.0,91,24
2021-02-10,2021-03-23,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,20.08,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.015050666666666665,272.0,41.0,91,23
2021-02-10,2021-03-24,2021-12-20,0.29629599999999995,0.005925333333333333,,0.3022213333333333,16.85,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.017936,271.0,42.0,91,22
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,6.62,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.05236533333333333,,387.0,91,20
2022-03-01,2023-03-23,,0.3466666666666667,,,0.3466666666666667,13.45,Active,full production,,,True,False,False,True,False,True,False,False,,False,0.025773333333333336,,387.0,91,15
2021-02-10,2021-03-20,2021-12-20,0.29629599999999995,0.005928,,0.302224,17.48,Done,full production,,,True,False,False,True,False,True,False,False,True,False,0.017290666666666666,275.0,38.0,91,27
2020-05-22,2020-06-08,2020-06-09,0.13333333333333333,,,0.12281333333333333,4.89,Done,additional production,,,True,True,False,False,False,False,False,False,True,False,0.025114666666666667,1.0,17.0,92,99
2024-04-16,2024-04-22,2024-05-02,0.14666666666666667,,,0.14666666666666667,2.31,Done,mixing,0.0,0.0,True,False,False,False,False,False,False,False,True,False,0.06349333333333333,10.0,6.0,93,55
2024-05-17,,,0.6666666666666666,,,0.6666666666666666,3.81,Active,full production,0.03,0.5,True,False,False,False,False,True,False,False,,True,0.17497866666666664,,,93,54
2024-01-31,2024-02-01,2024-04-23,0.6666666666666666,,,0.6007333333333333,19.69,Done,full production,0.03,0.5,True,True,False,False,False,True,False,False,True,True,0.030509333333333333,82.0,1.0,93,56
,,2016-01-22,,,,,,Done,songwriting,,0.5,False,False,True,True,False,True,False,False,False,True,,,,94,216
,,2016-09-30,,,,,,Done,full production,,0.5,False,False,True,True,False,True,False,False,True,True,,,,94,219
,,2015-11-05,,,,,,Done,full production,,0.5,False,False,True,True,False,True,False,False,True,True,,,,94,218
,,2016-11-05,,,,,,Done,songwriting,,0.5,False,False,True,True,False,True,False,False,False,True,,,,94,217
,,2021-05-12,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,226
,,2020-02-14,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,221
,,2021-08-08,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,222
,,2021-08-05,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,223
,,2021-11-17,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,224
,,2020-06-16,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,True,True,True,,,,95,225
,,2022-05-27,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,245
,,2022-05-25,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,244
,,2022-06-10,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,243
,,2022-05-23,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,220
,,2022-06-10,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,241
,,2021-04-08,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,242
,,2022-02-01,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,239
,,2021-06-01,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,227
,,2022-06-11,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,228
,,2020-02-14,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,229
,,2020-07-29,,,,,,Done,full production,,0.25,False,False,True,True,False,True,True,False,True,True,,,,95,230
,,2021-10-12,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,231
,,2020-06-03,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,232
,,2022-02-18,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,240
,,2021-07-08,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,233
,,2021-03-17,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,234
,,2022-06-03,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,235
,,2020-10-28,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,236
,,2020-11-18,,,,,,Done,full production,,0.33,False,False,True,True,False,True,True,False,True,True,,,,95,237
,,2021-08-13,,,,,,Done,full production,,0.0,False,False,True,True,False,True,True,False,True,True,,,,95,238
2021-11-24,2021-12-23,2022-01-09,0.4,0.09333333333333334,,0.45441066666666663,13.96,Done,full production,,,True,True,False,False,False,False,False,False,True,False,0.032552,17.0,29.0,96,142
2020-05-27,2020-06-07,,0.05333333333333334,,,0.04912533333333333,1.1,Paused,mastering,,,True,True,False,False,False,False,False,False,False,False,0.044658666666666666,,11.0,97,258
,2022-08-22,,,,,,6.18,Active,songwriting,1.0,1.0,True,False,True,True,False,True,False,False,,True,,,,98,33
,2024-03-18,,,,,,3.93,Active,full production,0.5,0.33,True,False,True,True,False,True,False,False,,True,,,,99,52
2020-01-16,2020-02-12,,0.32,,,0.29475199999999996,11.51,Paused,full production,,,True,True,False,False,False,False,False,False,False,False,0.025608,,27.0,100,253
,,2018-09-19,,,,,,Done,songwriting,,0.33,False,False,True,True,False,True,False,False,False,True,,,,101,247
,,2020-02-21,,,,,,Done,songwriting,,0.33,False,False,True,True,False,True,False,False,False,True,,,,101,251
,,2018-04-10,,,,,,Done,songwriting,,0.5,False,False,True,True,False,True,False,False,False,True,,,,101,250
,,2019-10-14,,,,,,Done,songwriting,,,False,False,True,True,False,True,False,False,False,True,,,,101,249
,,2021-02-24,,,,,,Done,songwriting,,0.33,False,False,True,True,False,True,False,False,False,True,,,,101,248
,,2020-09-25,,,,,,Done,songwriting,,0.33,False,False,True,True,False,True,False,False,False,True,,,,101,246
,,2018-10-18,,,,,,Done,songwriting,,0.33,False,False,True,True,False,True,False,False,False,True,,,,101,252
,2024-02-21,2024-03-06,,,,,12.6,Done,full production,0.5,0.33,True,False,True,True,False,True,False,False,True,True,,14.0,,102,72
,2023-02-16,2023-03-08,,,,,19.46,Done,full production,,0.33,True,False,True,True,False,True,False,False,True,True,,20.0,,102,73
